Gene Name	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8
LOC284379	4.081229	5.0508084	4.3235197	3.789689	6.534522	6.660834	5.389666	2.8073304
LOC285812	82.9569	229.67572	123.32741	67.73182	100.24898	332.0654	62.37659	262.2738
LOC339047	19.718061	37.973553	13.246891	179.44917	28.981218	38.848415	15.194791	12.391629
LOC339344	57.97966	53.12834	58.037846	55.71318	64.91533	98.684296	73.73625	86.49241
LOC360030	17.398481	17.207426	10.516521	13.264727	22.125229	11.345522	14.463889	13.129539
LOC388553	1.3937691	12.456169	20.780897	11.110752	12.639318	3.5308623	3.4319706	1.465514
LOC389765	35.94449	54.04727	11.577308	23.389671	60.79967	50.490017	47.115826	28.573145
LOC390998	8.855766	10.158666	10.053298	30.185875	46.10673	17.672274	30.027287	10.626474
LOC399491	482.23434	573.9994	505.41174	415.88434	356.05945	744.67236	699.19104	569.6829
LOC400713	58.116455	35.670906	23.81599	26.134836	12.936056	22.675404	48.028587	16.102882
LOC402778	4.8248053	19.707685	6.173574	4.9317284	8.290015	6.2331934	5.3633223	10.777041
LOC440345	8.744076	4.5658197	10.17073	14.896701	11.29273	23.083063	10.460076	11.088414
LOC440434	89.964195	86.83727	155.39624	137.5453	183.12372	112.96562	87.10631	88.98584
LOC440456	3.4479587	11.788246	4.5092936	0.978436	19.309187	10.6425705	10.551165	28.72578
LOC440888	27.262043	10.262647	19.884125	21.831276	18.272945	9.163504	15.825798	9.123314
LOC441453	13.554708	5.2828345	18.326496	14.476254	26.12255	9.282016	18.147398	7.609083
LOC441528	1.463111	13.805315	13.759459	14.646384	30.831236	16.711746	9.417302	7.4263964
LOC442175	25.205719	22.076042	27.637829	35.431133	24.720354	21.752346	40.94794	19.739893
LOC641515	5.598782	1.098007	0.89444077	0.9916762	0.31464264	0.9022766	0.3568828	0.5268018
LOC643827	17.893946	30.10334	28.586845	7.9686384	27.95178	36.708733	10.536808	16.624416
LOC644538	21.143047	33.355694	11.3440485	4.9797297	11.597849	27.49881	26.361591	26.886566
LOC645452	5.4770174	16.74738	8.450122	37.6278	29.46929	17.19301	17.596312	3.1264954
LOC647190	65.44543	78.528915	33.548084	95.11664	20.356644	46.430622	31.2167	32.75696
LOC653160	4.2140117	1.6834074	23.018375	11.455446	2.5474174	1.5378672	22.74059	3.098411
LOC728361	1.8216002	1.8807786	1.8627555	2.3600848	3.771525	1.6343455	1.283999	2.271265
LOC728377	17.304367	20.723648	99.873405	34.04837	102.70913	30.677837	91.05462	38.450363
LOC730051	15.639829	11.643956	10.536233	26.608122	14.852864	21.151827	14.83191	1.8614297
LOC751071	25.301891	33.885498	21.630138	28.057459	37.925938	26.083418	23.25593	9.830247
LOC91316	46.87374	79.78687	90.694336	1234.3989	842.6888	49.634907	503.0579	80.94158
LOC92270	29.110453	27.108622	35.65896	33.72864	14.616247	32.762596	22.441626	33.53931
LOC93432	4.238161	9.312801	17.552864	17.694956	1.9266601	2.0348623	9.609336	2.0999286
LONP1	83.27953	111.62751	83.31995	107.92191	78.70954	134.14445	134.78932	132.55602
LONP2	54.042572	62.753407	43.33103	64.72981	51.57834	64.02574	72.46518	31.553009
LOR	1.9581798	1.7238103	23.779802	2.3864596	5.7826457	1.3257538	2.9704216	2.6647582
LOX	18.649332	12.62558	8.206801	14.644626	15.435373	12.617935	9.40902	10.029949
LOXL1	2.298278	8.053168	24.782684	52.369255	62.773003	11.245166	45.416958	1.4892882
LOXL2	11.409656	10.280241	14.528762	15.6558275	15.866889	5.7880554	11.630023	2.775939
LOXL3	41.751675	48.742294	14.731207	22.6892	31.922428	25.94873	27.832832	23.716658
LOXL4	4.917714	9.94072	5.286127	7.8527126	6.9887443	2.472426	3.0519414	30.717777
LPA	6.835647	9.73601	10.450251	8.796622	5.992888	11.162856	6.7602687	6.079817
LPAR1	995.5253	888.2931	84.61067	60.71578	126.22941	982.2128	104.5257	433.33792
LPAR2	6.813591	22.65484	3.0596533	26.228945	32.614876	2.9885852	23.51455	11.963018
LPAR3	1.3103297	10.65558	30.299376	11.066588	39.12553	18.30109	14.481744	18.896976
LPAR4	2.2940505	7.7189045	6.6469517	18.65463	10.838783	7.2794647	6.119868	4.6341357
LPAR5	59.169273	71.67112	28.318073	71.37831	47.40188	35.03454	16.63288	18.35264
LPCAT1	16.770098	47.475357	6.453284	64.33242	16.055962	40.82307	21.627668	27.364538
LPCAT2	16.707457	22.460987	6.691553	7.609073	18.303373	28.461796	8.53122	12.210764
LPCAT3	3.3694081	13.45639	22.999338	19.560137	58.699146	8.676679	21.79401	2.5366492
LPCAT4	33.49794	66.87716	32.78277	44.81853	58.865433	158.38416	28.283148	152.95807
LPGAT1	143.1029	197.89981	69.61788	102.7678	133.55836	186.12007	107.289604	209.06355
LPHN1	136.20229	146.48073	58.09638	45.636635	50.560337	159.16835	58.30699	154.23688
LPHN2	21.33499	25.169804	38.504383	21.289225	151.21481	44.78075	37.49513	26.582674
LPHN3	99.508934	123.91047	13.939194	10.439841	1.120068	137.68407	2.0028772	140.59128
LPIN1	40.579018	34.57644	53.330048	44.870388	55.717144	49.422985	20.311138	29.581465
LPL	14.587146	31.767677	111.31262	5.739251	41.432842	34.582085	374.28308	18.185787
LPO	12.021552	1.6899935	4.102858	3.2663364	188.20445	8.602612	63.288593	3.364737
LPP	9.269769	15.56951	15.633269	21.407053	21.08227	9.113166	8.2374525	16.649397
LPXN	82.84582	131.7121	39.833733	563.76105	89.31085	94.02783	79.91533	64.10557
LRAT	7.754397	10.620399	8.172656	3.1088822	9.226325	11.16515	8.031366	2.9000063
LRCH4	64.22834	50.747677	41.267834	130.78946	46.00128	66.753746	48.79606	54.64772
LRDD	7.0262485	28.05556	61.27484	73.705284	68.18852	8.894709	10.034211	13.208482
LRMP	43.37963	68.57849	6.281093	803.38354	12.327603	57.77891	3.421477	80.42777
LRP1	11.550137	10.335353	16.226595	1.8645421	13.500408	1.9494504	9.635487	1.5155301
LRP10	158.20108	118.30816	295.3829	256.7693	356.469	126.66572	235.27028	53.421215
LRP12	18.55683	20.073858	18.641865	9.058576	23.714231	13.091367	16.47243	30.857615
LRP1B	51.885017	89.274704	8.199379	2.9028153	6.3556137	61.6611	12.497998	65.77909
LRP2	102.986145	98.99266	19.43302	0.84035414	16.983776	61.65539	12.647096	59.45472
LRP3	33.46173	38.437122	24.303051	5.1001296	32.809994	37.201794	72.36485	36.208347
LRP4	233.7465	126.314735	56.82931	3.6068285	35.79802	111.6408	22.381628	75.80185
LRP5	19.23891	22.367975	21.034483	13.7779665	93.93164	15.518658	137.92128	10.505445
LRP6	52.078556	48.236404	29.977045	7.439496	44.000553	63.045723	22.963	10.685004
LRP8	32.8722	53.172127	30.69121	37.27293	24.382376	51.565483	12.314947	65.33411
LRPAP1	105.721306	146.58266	61.227867	100.87935	188.48183	96.97105	185.35114	70.352745
LRPPRC	52.651134	40.28225	59.04213	59.33076	58.255356	39.389156	47.56207	38.688267
LRRC4C	130.91296	167.16623	25.38053	20.551426	30.898615	168.31119	35.306065	131.40527
LRRFIP1	32.73182	50.342514	160.35368	187.47197	215.8171	68.17048	93.865944	26.575043
LRRK1	5.160308	6.076099	9.431851	71.83896	22.796898	6.1503334	12.415856	10.47432
LRRK2	36.45402	51.271866	28.139086	76.864624	68.73373	70.73535	25.55448	41.249264
LRRN2	7.933777	41.734272	9.265693	5.57242	7.4435506	52.30173	4.0438156	33.111454
LRSAM1	11.453069	19.458035	16.652367	4.281728	3.8387866	25.647402	10.573913	24.784117
LSAMP	7.955244	4.3304057	6.0576534	13.809465	1.1027949	12.314233	2.2403316	1.1609288
LSG1	68.48078	60.658928	111.817505	58.728004	51.391636	29.348534	62.219357	70.84346
LSM1	132.41504	184.08832	206.53658	213.54019	209.89117	149.2423	123.43908	220.77289
LSM10	50.567787	90.89924	117.79589	127.586205	108.91067	78.404884	114.43892	72.008125
LSM11	15.991399	18.564924	16.177874	19.257881	23.736853	30.272234	5.416903	15.149065
LSM2	70.21059	67.43004	64.05086	85.83144	61.00051	62.29716	45.17684	48.73132
LSM3	100.54905	153.56418	144.34212	171.74731	171.86412	135.11147	122.95074	115.31445
LSM4	77.55666	144.10522	119.763466	119.74973	141.91048	169.26012	126.07829	115.90197
LSM5	14.851508	16.926855	14.481721	24.98076	22.449865	14.7192335	18.724741	9.4017105
LSM6	87.21337	81.17602	77.82268	182.52371	101.40941	56.73794	41.138687	77.082436
LSM7	105.29717	155.45003	89.273705	215.08427	158.89905	129.10179	120.37829	107.43694
LSM8	31.82038	43.155876	80.83527	155.76218	105.034134	39.694008	59.532806	38.190468
LSP1	9.398748	2.0001073	63.959145	220.2779	36.474533	3.0181499	47.55221	5.360141
LSR	18.61746	35.03114	88.66712	39.92768	117.39051	9.587835	109.10757	10.401916
LST1	43.32856	21.060186	4.1966853	38.61682	18.606121	21.405787	16.850967	10.9998255
LTA	1.970029	2.2696197	3.0852675	10.220747	2.9236386	2.523338	3.115338	1.2922153
LTA4H	101.74702	118.18121	291.82343	326.02463	421.63034	100.89375	188.91032	106.4714
LTB	4.896859	33.15247	22.396288	29.696901	21.69384	24.98538	27.778412	10.05225
LTB4R	1.3895503	2.297659	73.67917	22.5316	67.31394	4.9951396	10.114731	2.5248353
LTB4R2	3.4708824	3.6211596	20.008934	5.512081	3.3265238	3.4728024	9.537158	5.4117775
LTBP2	36.860233	24.63418	77.12599	62.577526	81.77197	55.579826	121.7557	20.524315
LTBP4	25.83646	26.69834	133.86275	40.218853	94.117966	37.781857	182.8867	13.589771
LTBR	21.126446	19.855106	51.912693	29.611664	50.630283	27.266075	55.946625	1.7511852
LTC4S	18.800297	15.724493	2.221732	3.9537976	18.310944	2.9640245	1.0181146	1.250071
LTF	8.170046	1.3127109	2.2473443	949.18964	3074.0933	1.8833108	754.2976	1.1501209
LTK	10.569439	2.448368	14.636698	12.294115	15.95416	3.6175966	6.884287	8.916092
LUC7L	7.885034	9.377097	6.329695	11.810842	16.269194	6.33334	9.489009	3.8174322
LUM	7.404386	7.1028194	151.83154	340.77374	577.97974	20.86222	177.78593	0.3586085
LVRN	0.8954711	1.1085011	5.10275	1.2993218	11.100512	1.172426	25.913475	1.519024
LXN	16.808218	9.630721	14.642458	35.52135	108.40722	15.839763	41.159157	19.727669
LY6D	2.0521653	1.6263682	1775.209	108.08941	1150.6686	13.745874	25.8734	1.9176557
LY6E	11.742803	51.661278	93.580986	24.918882	46.13427	23.841383	51.4903	41.305733
LY6G6D	10.964169	13.052765	5.656003	8.874185	5.0075097	2.115883	16.497957	3.6481974
LY6H	29.053354	81.10292	15.432842	6.857948	18.900192	23.37185	10.764588	21.286335
LY75	25.896763	38.496502	33.694435	241.93307	54.489475	15.095775	32.902573	9.838601
LY86	146.92326	149.83148	19.628368	467.32715	50.18144	100.360306	19.429602	95.79043
LY9	7.120344	1.0174359	2.9248695	62.29871	3.3576388	10.206409	4.9775643	3.63763
LY96	20.547834	18.074041	42.294388	162.79036	60.36946	29.096098	34.767056	17.064922
LYG1	21.053709	10.203078	27.544428	28.374195	5.392567	5.667237	33.3076	2.9678473
LYG2	3.4860728	1.2969917	4.9880543	0.90366524	0.61704576	2.234905	0.6435103	1.5398892
LYL1	14.743751	32.521843	15.2140255	130.025	27.86349	19.852287	5.4521956	11.409281
LYN	36.328976	33.886845	25.19702	251.54836	64.699036	32.997463	27.731525	22.9041
LYPD1	78.97351	54.617516	3.478261	3.2025049	1.5604588	45.229454	3.1234982	38.19211
LYPD3	4.34932	5.3969626	1813.0922	158.45264	923.69415	4.035142	77.04082	6.21264
LYPLA1	81.87382	101.71761	277.99615	429.78665	500.3176	134.12186	269.13852	140.64545
LYPLA2	105.41799	122.69277	127.2951	110.67245	149.70744	121.48559	163.75398	104.59981
LYSMD3	20.07075	39.871964	38.478626	70.043465	70.0108	34.02787	42.755547	30.038687
LYSMD4	22.314415	22.754538	36.3689	33.467743	33.593243	19.544502	16.96637	35.05182
LYST	2.2493134	9.030813	1.583405	27.043787	7.628786	10.658248	11.0764675	10.356952
LYVE1	30.063904	16.01489	28.131926	22.145369	12.64271	2.8528137	39.545044	3.5748508
LYZ	1.2110779	6.9072747	86.072586	62.308216	8459.681	7.6273584	1191.833	3.3293457
LYZL4	21.74404	6.3527427	11.164491	31.804924	8.31111	13.885159	6.1944118	20.832796
LYZL6	28.219183	20.336483	15.360375	12.043078	31.867336	12.765483	36.18086	12.74647
LZTS1	15.875536	12.115678	15.96379	12.303941	8.611855	14.642929	14.722004	15.549514
LZTS2	252.61397	258.245	84.167076	94.74109	154.11676	172.8047	169.57211	121.04916
M6PR	89.76436	144.77908	94.74373	254.69696	171.95422	87.98411	105.297226	77.86166
M6PRBP1	276.29236	342.2817	544.98224	163.49167	348.64865	268.48138	268.12335	142.46364
MAB21L1	16.247526	47.75486	16.986626	7.539659	9.149489	29.92502	20.8988	47.198753
MAB21L2	17.837599	91.61147	10.997468	14.873461	18.023005	245.41591	6.7223916	299.01254
MACF1	31.374393	34.573807	29.312963	46.732407	31.918783	27.720734	37.88346	27.354858
MAD1L1	18.721056	19.111942	18.43926	45.518177	15.534402	10.884077	17.315472	13.376088
MAD2L1	0.73881227	10.471399	25.877743	38.27355	30.309988	1.1556392	30.926176	14.500794
MAD2L1BP	30.595016	56.894775	46.326023	38.792686	92.178474	47.245068	45.40412	42.36513
MADCAM1	25.125826	47.94137	47.882885	22.5855	35.166523	60.144825	40.487206	32.82716
MADD	119.41961	158.29922	41.098923	113.161736	67.614296	191.24289	73.458115	189.36362
MAEA	93.607895	134.07158	125.574646	160.08017	184.05374	208.37189	160.42857	193.18604
MAF	0.60853136	0.670555	4.8987756	0.19260302	0.54067177	2.4419968	0.8133617	1.6728083
MAF1	77.292076	61.583683	204.15656	110.43271	111.74979	76.82117	264.59872	71.78643
MAFB	24.94033	16.081253	232.81412	123.93073	224.31554	19.732716	72.559074	26.908588
MAFF	54.101547	8.344375	48.53163	42.74827	73.791626	54.459282	75.62227	38.519093
MAFG	92.37469	87.33212	84.35023	73.457	99.93514	145.0275	62.12511	101.22987
MAFK	7.9780054	1.6298326	5.8925085	8.531247	8.945476	7.107943	9.189899	4.415484
MAG	643.5469	634.6689	1.009673	5.870842	1.3148892	314.38547	13.150885	177.39426
MAGED1	255.97672	399.46313	123.33584	215.38234	409.57266	429.39438	454.73834	455.04205
MAGI1	18.992363	13.867047	16.933989	5.2400265	8.313401	5.5574284	2.294245	9.399504
MAGI3	17.675322	28.918102	45.650806	28.801315	52.757626	29.991354	14.705449	31.62931
Magmas	96.70617	97.91717	53.533215	68.231766	55.003834	69.804985	77.22706	66.15715
MAGOH	76.628555	69.92826	87.63776	178.8044	135.70868	98.16411	77.56248	71.01988
MAGOHB	24.275143	23.135952	8.670214	26.812674	53.34789	20.150911	25.154917	9.62313
MAK10	29.961355	51.398243	23.02293	33.445507	60.252632	47.408485	41.221535	21.915747
MAL	1516.3497	1058.3704	3765.3906	466.39847	4420.1533	688.797	248.20695	355.40445
MALAT1	1905.8774	2421.6462	2480.2988	3455.4219	3443.231	2358.211	3280.9717	1836.3738
MALL	4.13425	5.264185	382.24246	98.42196	386.2698	17.040186	53.686012	15.038431
MALT1	3.1452787	1.6684294	14.886166	118.20382	31.116867	8.177729	3.3597987	0.69588757
MAMDC4	3.3399866	1.7994623	4.00881	4.2961245	5.3727226	3.9057467	8.902723	6.0232315
MAML1	112.39958	137.47363	109.645096	161.64758	174.85048	111.606636	111.90389	100.311005
MAML2	22.295416	10.090657	15.326948	11.905485	19.44395	22.211811	11.716267	2.327554
MAML3	2.1841564	3.2148027	9.357805	2.9224083	2.4878337	1.304122	12.024244	4.3613343
MAN1A1	6.092183	18.460081	13.400281	20.660576	45.889565	11.934399	15.183132	7.1459656
MAN1A2	1.9387789	12.173537	21.504232	10.299314	15.958849	5.5249133	1.3364664	15.728631
MAN1B1	29.74061	32.596348	35.97642	58.61334	41.3453	40.916348	106.50326	36.956264
MAN1C1	97.76639	78.54842	50.889603	51.96065	74.069046	79.80592	81.27892	44.322025
MAN2A1	296.29825	304.77817	82.28891	112.57219	130.54544	170.79648	122.200096	137.38356
MAN2A2	470.7616	473.99503	62.65626	124.06749	113.925735	433.5841	116.91134	338.04742
MAN2B1	39.397484	56.00023	54.49448	295.91937	81.10621	36.80567	78.00224	11.091622
MAN2B2	41.30463	50.102753	33.226494	67.08913	71.56092	73.67591	53.503075	43.029663
MANBA	60.887173	79.80577	9.835068	40.760914	61.36616	64.45892	55.436447	57.37154
MAOA	39.916317	30.20572	41.22717	10.816157	70.98147	35.21549	34.877895	40.90982
MAOB	1.1909926	0.9647888	7.0197263	2.1413977	7.697976	2.4910064	0.36156762	0.67418647
MAP1A	547.4052	921.81757	81.146194	20.40953	53.475605	2008.8069	129.41772	1693.0967
MAP1B	1216.9753	2429.183	113.86375	30.705479	157.36067	3394.8716	257.95325	3726.823
MAP1D	2.7965155	0.73249906	0.40919366	3.5871549	4.3390226	3.9174213	2.2486918	2.7366605
MAP1LC3A	124.99967	244.05312	60.83637	55.989544	33.69303	187.19254	105.526505	204.1041
MAP1LC3B	147.60439	203.21469	145.79094	126.417046	171.55116	266.79483	148.33055	189.54541
MAP1LC3B2	1.0985796	11.490613	3.3325782	3.2594228	4.7033563	14.94616	3.5216763	7.580536
MAP1LC3C	2.0594988	2.2576401	29.811487	19.728346	3.9040146	2.5914538	22.430574	3.1181295
MAP1S	39.178272	40.90878	31.301178	34.746758	26.282167	42.984474	39.67694	37.94421
MAP2	29.79525	63.812386	14.614411	11.760598	26.918697	107.20133	19.391228	69.8604
MAP2K1	178.17293	234.71199	173.9941	195.88593	222.50195	287.90027	106.763016	230.57333
MAP2K2	152.38367	209.97609	174.69983	228.11871	226.04686	224.04861	347.6686	198.9311
MAP2K7	5.9034967	3.839071	11.145798	4.7787805	16.879269	2.5547967	5.9511647	1.3290617
MAP3K1	21.586256	12.676371	25.809092	60.314114	58.60915	11.140843	29.900707	13.934982
MAP3K11	3.1664894	1.7128327	2.2064736	2.3178382	3.447726	1.6150012	1.4326533	1.262119
MAP3K12	3.436111	24.315994	3.458814	3.3624203	4.0679092	18.204538	4.08696	26.53548
MAP3K13	1.7067074	7.278478	6.9731293	1.1160625	9.8038845	1.3530738	15.651849	2.1814027
MAP3K14	24.914272	25.020676	54.404465	69.46953	42.916763	26.90997	42.73703	23.109758
MAP3K15	6.505887	7.874705	1.4673547	3.763386	8.809482	2.0788963	2.1815267	6.448304
MAP3K2	0.8757483	1.518332	3.9752743	8.976013	11.644983	1.8795537	9.193555	3.382796
MAP3K7	58.986427	72.984695	59.304592	83.55671	63.16534	90.525856	62.44258	78.62025
MAP3K7IP1	31.74747	34.890327	12.79994	17.224396	33.13828	39.542274	33.320953	20.73212
MAP3K7IP2	90.56734	115.454475	50.369915	87.47749	125.5945	117.55134	50.2196	64.28995
MAP3K8	9.256399	9.711925	15.886408	53.236294	38.90157	6.477868	3.698334	6.005297
MAP4	107.414314	132.82628	171.4719	34.994656	52.59709	86.54282	237.42125	34.957573
MAP4K2	2.6324217	2.616635	2.0403614	22.019836	1.7187076	3.749581	1.4171937	2.649532
MAP4K5	184.82077	205.2537	74.94826	57.149414	148.44872	144.84225	85.097084	154.88127
MAP6D1	403.0505	315.71002	32.513298	3.020803	37.41006	270.48972	57.619957	166.09528
MAP7	162.65536	176.37296	37.02438	2.9111304	37.33999	127.784805	27.195942	71.94819
MAP9	29.975634	92.937256	1.2047459	6.858369	12.194039	133.65753	16.577183	136.58238
MAPK1	15.5422	13.215637	10.190148	36.255497	40.460323	12.046307	14.046994	1.7567767
MAPK10	177.93887	234.17093	51.012314	63.149063	45.942055	301.36023	59.32291	340.46387
MAPK11	1.3030407	0.86386275	1.5210292	0.7022865	1.718874	2.279848	1.0913165	0.7143285
MAPK12	5.0164623	4.27691	3.7789636	4.40325	8.477408	4.977976	4.066654	3.026509
MAPK14	54.707718	53.861565	121.51129	85.52943	128.6507	56.2105	74.83076	61.372227
MAPK15	36.893333	38.741383	3.7598896	29.870384	33.87995	29.583513	30.905718	16.487925
MAPK3	95.61071	180.57712	58.55427	44.79087	111.40473	79.249374	57.576027	66.35948
MAPK7	2.8561754	2.6532428	43.84592	3.608867	4.343949	2.784684	7.8206725	2.4185324
MAPK8	32.942837	17.970364	32.478977	7.72733	47.80094	12.367515	8.787411	28.016808
MAPK8IP1	163.72604	186.35104	5.3213034	1.6268686	3.7017436	130.15616	32.94482	100.40922
MAPK8IP2	76.14938	135.77383	29.57023	47.980625	40.229153	189.8923	34.447117	188.68214
MAPK8IP3	6.054079	45.493664	10.829133	1.5294312	4.92728	13.193423	2.2181034	21.609528
MAPKAPK2	123.0129	120.63685	137.3316	134.32092	142.03625	83.94778	189.28015	62.59269
MAPKAPK3	30.627304	30.909584	83.7116	32.463127	61.191853	31.006897	72.333496	23.380249
MAPKAPK5	36.292046	38.225197	29.90109	40.47475	59.630997	28.21801	31.966541	16.415766
MAPKSP1	74.951866	137.18968	152.0041	116.01525	270.73624	153.2771	97.29814	132.99571
MAPRE1	83.24781	79.61755	47.933407	93.0042	116.50911	82.83472	21.56412	40.657158
MAPRE2	278.4746	346.53506	82.73569	164.5137	89.00264	342.11655	84.5285	217.2975
MAPRE3	9.14079	27.860853	4.8826995	6.151712	1.4946516	26.639755	1.8018271	31.048254
MAPT	456.36847	555.5975	228.668	20.877548	102.89875	730.11444	257.49805	577.2821
MARCO	2.7431536	1.8154879	2.0799043	1.5144441	2.1728284	1.7037909	4.5018673	1.5664462
MARK1	4.804988	8.517178	16.432474	6.4796457	8.456244	10.615587	16.864397	8.110705
MARK2	38.71735	17.620607	31.08218	34.389587	52.452614	2.1394389	27.96779	20.53743
MARK4	20.599014	20.12739	10.553426	11.320563	11.011764	16.458588	7.9411774	21.9267
MARS	92.93028	119.91374	111.45167	165.85696	142.40147	152.97751	124.5551	180.26764
MARS2	27.850046	38.654976	25.428265	32.546265	28.22771	19.9828	16.789557	23.937134
MARVELD2	26.673475	37.156437	42.472683	36.492615	96.4794	29.829197	68.55957	21.809376
MAS1	17.376299	31.982197	18.483232	17.703054	14.814258	21.661016	8.613148	4.7564745
MAS1L	3.7600944	3.608633	2.0944016	1.6959018	2.6873693	1.9671412	3.2593884	2.2315633
MASP1	8.740002	13.825766	4.5250106	15.343	5.0116277	11.132348	1.1446931	10.964089
